type,date,source,quantity_gwh
generation,2022-06-01,fossil_gas,1975.89575
generation,2022-07-01,fossil_gas,4036.5825
generation,2022-08-01,fossil_gas,2250.21675
generation,2022-09-01,fossil_gas,1934.65725
generation,2022-10-01,fossil_gas,2152.0515
generation,2022-11-01,fossil_gas,2318.6485
generation,2022-12-01,fossil_gas,3823.324
generation,2017-01-01,hydro_pumped_storage,943.9235
generation,2017-02-01,hydro_pumped_storage,728.85775
generation,2017-03-01,hydro_pumped_storage,850.21975
generation,2017-04-01,hydro_pumped_storage,800.464
generation,2017-05-01,hydro_pumped_storage,796.2305
generation,2017-06-01,hydro_pumped_storage,832.773
generation,2017-07-01,hydro_pumped_storage,659.757
generation,2017-08-01,hydro_pumped_storage,715.25825
generation,2017-09-01,hydro_pumped_storage,740.1605
generation,2017-10-01,hydro_pumped_storage,825.51325
generation,2017-11-01,hydro_pumped_storage,798.54875
generation,2017-12-01,hydro_pumped_storage,599.074
generation,2018-01-01,hydro_pumped_storage,965.7715
generation,2018-02-01,hydro_pumped_storage,761.71475
generation,2018-03-01,hydro_pumped_storage,876.28775
generation,2018-04-01,hydro_pumped_storage,842.01625
generation,2018-05-01,hydro_pumped_storage,846.32675
generation,2018-06-01,hydro_pumped_storage,656.635
generation,2018-07-01,hydro_pumped_storage,521.5125
generation,2018-08-01,hydro_pumped_storage,633.35825
generation,2018-09-01,hydro_pumped_storage,727.30575
generation,2018-10-01,hydro_pumped_storage,784.474
generation,2018-11-01,hydro_pumped_storage,684.92375
generation,2018-12-01,hydro_pumped_storage,835.65725
generation,2019-01-01,hydro_pumped_storage,851.586
generation,2019-02-01,hydro_pumped_storage,695.34125
generation,2019-03-01,hydro_pumped_storage,844.5805
generation,2019-04-01,hydro_pumped_storage,794.11875
generation,2019-05-01,hydro_pumped_storage,680.109
generation,2019-06-01,hydro_pumped_storage,774.10575
generation,2019-07-01,hydro_pumped_storage,662.01325
generation,2019-08-01,hydro_pumped_storage,714.6865
generation,2019-09-01,hydro_pumped_storage,638.64625
generation,2019-10-01,hydro_pumped_storage,813.63425
generation,2019-11-01,hydro_pumped_storage,690.573
generation,2019-12-01,hydro_pumped_storage,861.18825
generation,2020-01-01,hydro_pumped_storage,975.615
generation,2020-02-01,hydro_pumped_storage,990.31375
generation,2020-03-01,hydro_pumped_storage,1059.5295
generation,2020-04-01,hydro_pumped_storage,1101.057
generation,2020-05-01,hydro_pumped_storage,1029.098
generation,2020-06-01,hydro_pumped_storage,810.414
generation,2020-07-01,hydro_pumped_storage,953.59
generation,2020-08-01,hydro_pumped_storage,965.83875
generation,2020-09-01,hydro_pumped_storage,873.918
generation,2020-10-01,hydro_pumped_storage,956.74425
generation,2020-11-01,hydro_pumped_storage,883.5465
generation,2020-12-01,hydro_pumped_storage,928.99525
generation,2021-01-01,hydro_pumped_storage,845.2975
generation,2021-02-01,hydro_pumped_storage,722.556
generation,2021-03-01,hydro_pumped_storage,810.747
generation,2021-04-01,hydro_pumped_storage,714.228
generation,2021-05-01,hydro_pumped_storage,631.69025
generation,2021-06-01,hydro_pumped_storage,707.15825
generation,2021-07-01,hydro_pumped_storage,613.59975
generation,2021-08-01,hydro_pumped_storage,617.85975
generation,2021-09-01,hydro_pumped_storage,690.46675
generation,2021-10-01,hydro_pumped_storage,721.44025
generation,2021-11-01,hydro_pumped_storage,827.19375
generation,2021-12-01,hydro_pumped_storage,819.202
generation,2022-01-01,hydro_pumped_storage,858.61775
generation,2022-02-01,hydro_pumped_storage,695.497
generation,2022-03-01,hydro_pumped_storage,829.04025
generation,2022-04-01,hydro_pumped_storage,738.93725
generation,2022-05-01,hydro_pumped_storage,791.11875
generation,2022-06-01,hydro_pumped_storage,868.478
generation,2022-07-01,hydro_pumped_storage,997.01275
generation,2022-08-01,hydro_pumped_storage,836.07275
generation,2022-09-01,hydro_pumped_storage,861.912
generation,2022-10-01,hydro_pumped_storage,1003.2825
generation,2022-11-01,hydro_pumped_storage,1048.72625
generation,2022-12-01,hydro_pumped_storage,1074.617
generation,2017-01-01,other_conventional,5849.79975
generation,2017-02-01,other_conventional,4897.13475
generation,2017-03-01,other_conventional,4542.777
generation,2017-04-01,other_conventional,3344.311
generation,2017-05-01,other_conventional,3483.11725
generation,2017-06-01,other_conventional,3102.47825
generation,2017-07-01,other_conventional,3939.1385
generation,2017-08-01,other_conventional,3172.6125
generation,2017-09-01,other_conventional,3855.589
generation,2017-10-01,other_conventional,3612.477
generation,2017-11-01,other_conventional,4695.48825
generation,2017-12-01,other_conventional,4248.1415
generation,2018-01-01,other_conventional,1057.0015
generation,2018-02-01,other_conventional,837.372
generation,2018-03-01,other_conventional,891.679
generation,2018-04-01,other_conventional,1031.0155
generation,2018-05-01,other_conventional,813.06125
generation,2018-06-01,other_conventional,740.111
generation,2018-07-01,other_conventional,940.6815
generation,2018-08-01,other_conventional,1698.15825
generation,2018-09-01,other_conventional,1125.1215
generation,2018-10-01,other_conventional,1198.74325
generation,2018-11-01,other_conventional,1234.683
generation,2018-12-01,other_conventional,1270.39275
generation,2019-01-01,other_conventional,1171.8365
generation,2019-02-01,other_conventional,1160.759
generation,2019-03-01,other_conventional,1113.06975
generation,2019-04-01,other_conventional,993.94125
generation,2019-05-01,other_conventional,1062.57625
generation,2019-06-01,other_conventional,832.87675
generation,2019-07-01,other_conventional,835.815
generation,2019-08-01,other_conventional,1065.9225
generation,2019-09-01,other_conventional,1004.63225
generation,2019-10-01,other_conventional,1117.95725
generation,2019-11-01,other_conventional,1122.72425
generation,2019-12-01,other_conventional,1248.447
generation,2020-01-01,other_conventional,1244.90475
generation,2020-02-01,other_conventional,1000.58925
generation,2020-03-01,other_conventional,1126.40575
generation,2020-04-01,other_conventional,1043.8965
generation,2020-05-01,other_conventional,1105.48375
generation,2020-06-01,other_conventional,776.53025
generation,2020-07-01,other_conventional,985.70525
generation,2020-08-01,other_conventional,1018.62575
generation,2020-09-01,other_conventional,1032.05925
generation,2020-10-01,other_conventional,1164.71225
generation,2020-11-01,other_conventional,1092.08175
generation,2020-12-01,other_conventional,1162.90525
generation,2021-01-01,other_conventional,1191.01525
generation,2021-02-01,other_conventional,1019.3925
generation,2021-03-01,other_conventional,1149.575
generation,2021-04-01,other_conventional,1076.5285
generation,2021-05-01,other_conventional,1104.2955
generation,2021-06-01,other_conventional,1031.6555
generation,2021-07-01,other_conventional,1048.66275
generation,2021-08-01,other_conventional,1082.45675
generation,2021-09-01,other_conventional,956.21325
generation,2021-10-01,other_conventional,1035.94575
generation,2021-11-01,other_conventional,1125.95125
generation,2021-12-01,other_conventional,1169.6595
generation,2022-01-01,other_conventional,1043.18
generation,2022-02-01,other_conventional,979.13025
generation,2022-03-01,other_conventional,1142.5045
generation,2022-04-01,other_conventional,998.0135
generation,2022-05-01,other_conventional,920.63075
generation,2022-06-01,other_conventional,864.16175
generation,2022-07-01,other_conventional,902.61225
generation,2022-08-01,other_conventional,884.57875
generation,2022-09-01,other_conventional,885.7325
generation,2022-10-01,other_conventional,903.465
generation,2022-11-01,other_conventional,928.23925
generation,2022-12-01,other_conventional,1062.757
consumption,2017-01-01,total_(grid_load),47301.20025
consumption,2017-02-01,total_(grid_load),42100.201
consumption,2017-03-01,total_(grid_load),44319.006
consumption,2017-04-01,total_(grid_load),39933.8595
consumption,2017-05-01,total_(grid_load),41034.02875
consumption,2017-06-01,total_(grid_load),39360.48125
consumption,2017-07-01,total_(grid_load),40478.5795
consumption,2017-08-01,total_(grid_load),40131.363
consumption,2017-09-01,total_(grid_load),39909.20825
consumption,2017-10-01,total_(grid_load),42373.25225
consumption,2017-11-01,total_(grid_load),44097.2915
consumption,2017-12-01,total_(grid_load),44636.23525
consumption,2018-01-01,total_(grid_load),46464.10375
consumption,2018-02-01,total_(grid_load),42926.17875
consumption,2018-03-01,total_(grid_load),45997.24225
consumption,2018-04-01,total_(grid_load),40222.134
consumption,2018-05-01,total_(grid_load),40544.87025
consumption,2018-06-01,total_(grid_load),40324.982
consumption,2018-07-01,total_(grid_load),40943.9045
consumption,2018-08-01,total_(grid_load),41211.18925
consumption,2018-09-01,total_(grid_load),40213.86575
consumption,2018-10-01,total_(grid_load),43183.49
consumption,2018-11-01,total_(grid_load),43560.36025
consumption,2018-12-01,total_(grid_load),43564.283
consumption,2019-01-01,total_(grid_load),46416.26725
consumption,2019-02-01,total_(grid_load),41356.52825
consumption,2019-03-01,total_(grid_load),43633.519
consumption,2019-04-01,total_(grid_load),39473.97575
consumption,2019-05-01,total_(grid_load),40624.40225
consumption,2019-06-01,total_(grid_load),38117.39775
consumption,2019-07-01,total_(grid_load),40935.71975
consumption,2019-08-01,total_(grid_load),39554.7075
consumption,2019-09-01,total_(grid_load),39406.17825
consumption,2019-10-01,total_(grid_load),42360.79125
consumption,2019-11-01,total_(grid_load),43001.875
consumption,2019-12-01,total_(grid_load),42405.6455
consumption,2020-01-01,total_(grid_load),45305.347
consumption,2020-02-01,total_(grid_load),43109.49125
consumption,2020-03-01,total_(grid_load),42796.463
consumption,2020-04-01,total_(grid_load),36524.90225
consumption,2020-05-01,total_(grid_load),37109.3085
consumption,2020-06-01,total_(grid_load),36447.182
consumption,2020-07-01,total_(grid_load),38456.172
consumption,2020-08-01,total_(grid_load),38505.891
consumption,2020-09-01,total_(grid_load),38676.06375
consumption,2020-10-01,total_(grid_load),42703.39825
consumption,2020-11-01,total_(grid_load),42694.24125
consumption,2020-12-01,total_(grid_load),42961.944
consumption,2021-01-01,total_(grid_load),45619.68725
consumption,2021-02-01,total_(grid_load),41722.567
consumption,2021-03-01,total_(grid_load),44855.0615
consumption,2021-04-01,total_(grid_load),41054.9575
consumption,2021-05-01,total_(grid_load),40228.47775
consumption,2021-06-01,total_(grid_load),39479.20375
consumption,2021-07-01,total_(grid_load),40629.25875
consumption,2021-08-01,total_(grid_load),39395.247
consumption,2021-09-01,total_(grid_load),39510.24925
consumption,2021-10-01,total_(grid_load),43222.771
consumption,2021-11-01,total_(grid_load),43883.07975
consumption,2021-12-01,total_(grid_load),44915.385
consumption,2022-01-01,total_(grid_load),46260.249
consumption,2022-02-01,total_(grid_load),42319.10225
consumption,2022-03-01,total_(grid_load),43916.2525
consumption,2022-04-01,total_(grid_load),40129.11375
consumption,2022-05-01,total_(grid_load),39885.0495
consumption,2022-06-01,total_(grid_load),37362.69225
consumption,2022-07-01,total_(grid_load),38367.5365
consumption,2022-08-01,total_(grid_load),37453.414
consumption,2022-09-01,total_(grid_load),37355.68425
consumption,2022-10-01,total_(grid_load),38543.441
consumption,2022-11-01,total_(grid_load),39764.029
consumption,2022-12-01,total_(grid_load),41281.069
consumption,2017-01-01,residual_load,38734.93925
consumption,2017-02-01,residual_load,30741.216
consumption,2017-03-01,residual_load,31757.1125
consumption,2017-04-01,residual_load,27992.92475
consumption,2017-05-01,residual_load,30271.54475
consumption,2017-06-01,residual_load,26888.822
consumption,2017-07-01,residual_load,30097.953
consumption,2017-08-01,residual_load,30018.24225
consumption,2017-09-01,residual_load,30518.08375
consumption,2017-10-01,residual_load,27709.5145
consumption,2017-11-01,residual_load,32960.2075
consumption,2017-12-01,residual_load,29496.723
consumption,2018-01-01,residual_load,31346.214
consumption,2018-02-01,residual_load,33167.97425
consumption,2018-03-01,residual_load,32676.82225
consumption,2018-04-01,residual_load,26487.04225
consumption,2018-05-01,residual_load,27396.5755
consumption,2018-06-01,residual_load,29249.0175
consumption,2018-07-01,residual_load,30380.831
consumption,2018-08-01,residual_load,29960.5035
consumption,2018-09-01,residual_load,28232.82975
consumption,2018-10-01,residual_load,29713.248
consumption,2018-11-01,residual_load,32406.58225
consumption,2018-12-01,residual_load,28565.71275
consumption,2019-01-01,residual_load,30917.83775
consumption,2019-02-01,residual_load,28338.396
consumption,2019-03-01,residual_load,24331.745
consumption,2019-04-01,residual_load,25354.801
consumption,2019-05-01,residual_load,27387.6205
consumption,2019-06-01,residual_load,25080.58425
consumption,2019-07-01,residual_load,28654.94075
consumption,2019-08-01,residual_load,28364.0625
consumption,2019-09-01,residual_load,26312.9385
consumption,2019-10-01,residual_load,28246.3625
consumption,2019-11-01,residual_load,31863.82675
consumption,2019-12-01,residual_load,26257.34575
consumption,2020-01-01,residual_load,28260.44725
consumption,2020-02-01,residual_load,21201.5535
consumption,2020-03-01,residual_load,24526.91475
consumption,2020-04-01,residual_load,21418.9835
consumption,2020-05-01,residual_load,23251.34975
consumption,2020-06-01,residual_load,24340.01775
consumption,2020-07-01,residual_load,25167.1655
consumption,2020-08-01,residual_load,26347.55825
consumption,2020-09-01,residual_load,27723.93025
consumption,2020-10-01,residual_load,26654.9
consumption,2020-11-01,residual_load,29953.11675
consumption,2020-12-01,residual_load,30635.7735
consumption,2021-01-01,residual_load,33554.9645
consumption,2021-02-01,residual_load,28545.88425
consumption,2021-03-01,residual_load,29317.56225
consumption,2021-04-01,residual_load,26115.28625
consumption,2021-05-01,residual_load,24278.59325
consumption,2021-06-01,residual_load,27948.875
consumption,2021-07-01,residual_load,28453.71625
consumption,2021-08-01,residual_load,26047.87075
consumption,2021-09-01,residual_load,28901.4855
consumption,2021-10-01,residual_load,26943.84325
consumption,2021-11-01,residual_load,32451.73475
consumption,2021-12-01,residual_load,31931.05075
consumption,2022-01-01,residual_load,29235.62475
consumption,2022-02-01,residual_load,19437.06175
consumption,2022-03-01,residual_load,30272.72375
consumption,2022-04-01,residual_load,23144.4935
consumption,2022-05-01,residual_load,24634.7575
consumption,2022-06-01,residual_load,24080.4595
consumption,2022-07-01,residual_load,23213.932
consumption,2022-08-01,residual_load,25650.64025
consumption,2022-09-01,residual_load,24492.81475
consumption,2022-10-01,residual_load,23976.043
consumption,2022-11-01,residual_load,25215.635
consumption,2022-12-01,residual_load,28673.43425
consumption,2017-01-01,hydro_pumped_storage,778.5295
consumption,2017-02-01,hydro_pumped_storage,744.73725
consumption,2017-03-01,hydro_pumped_storage,811.2325
consumption,2017-04-01,hydro_pumped_storage,748.242
consumption,2017-05-01,hydro_pumped_storage,703.38075
consumption,2017-06-01,hydro_pumped_storage,666.9345
consumption,2017-07-01,hydro_pumped_storage,576.96875
consumption,2017-08-01,hydro_pumped_storage,600.5345
consumption,2017-09-01,hydro_pumped_storage,658.39
consumption,2017-10-01,hydro_pumped_storage,758.191
consumption,2017-11-01,hydro_pumped_storage,662.325
consumption,2017-12-01,hydro_pumped_storage,1168.66325
consumption,2018-01-01,hydro_pumped_storage,1230.6165
consumption,2018-02-01,hydro_pumped_storage,885.309
consumption,2018-03-01,hydro_pumped_storage,1086.4165
consumption,2018-04-01,hydro_pumped_storage,1276.2165
consumption,2018-05-01,hydro_pumped_storage,1168.47825
consumption,2018-06-01,hydro_pumped_storage,885.46825
consumption,2018-07-01,hydro_pumped_storage,685.59225
consumption,2018-08-01,hydro_pumped_storage,880.7255
consumption,2018-09-01,hydro_pumped_storage,1081.1585
consumption,2018-10-01,hydro_pumped_storage,1128.2835
consumption,2018-11-01,hydro_pumped_storage,976.82575
consumption,2018-12-01,hydro_pumped_storage,1185.982
consumption,2019-01-01,hydro_pumped_storage,1134.82675
consumption,2019-02-01,hydro_pumped_storage,1013.8185
consumption,2019-03-01,hydro_pumped_storage,1171.687
consumption,2019-04-01,hydro_pumped_storage,1024.0175
consumption,2019-05-01,hydro_pumped_storage,932.438
consumption,2019-06-01,hydro_pumped_storage,1018.73875
consumption,2019-07-01,hydro_pumped_storage,808.838
consumption,2019-08-01,hydro_pumped_storage,892.34775
consumption,2019-09-01,hydro_pumped_storage,917.01125
consumption,2019-10-01,hydro_pumped_storage,1011.2005
consumption,2019-11-01,hydro_pumped_storage,920.55225
consumption,2019-12-01,hydro_pumped_storage,1159.7035
consumption,2020-01-01,hydro_pumped_storage,1132.13775
consumption,2020-02-01,hydro_pumped_storage,1205.69825
consumption,2020-03-01,hydro_pumped_storage,1253.3745
consumption,2020-04-01,hydro_pumped_storage,1417.7275
consumption,2020-05-01,hydro_pumped_storage,1255.8265
consumption,2020-06-01,hydro_pumped_storage,902.70375
consumption,2020-07-01,hydro_pumped_storage,1063.30075
consumption,2020-08-01,hydro_pumped_storage,1149.062
consumption,2020-09-01,hydro_pumped_storage,1072.1325
consumption,2020-10-01,hydro_pumped_storage,1190.1665
consumption,2020-11-01,hydro_pumped_storage,981.68775
consumption,2020-12-01,hydro_pumped_storage,1120.988
consumption,2021-01-01,hydro_pumped_storage,1083.68
consumption,2021-02-01,hydro_pumped_storage,902.222
consumption,2021-03-01,hydro_pumped_storage,1037.161
consumption,2021-04-01,hydro_pumped_storage,954.32225
consumption,2021-05-01,hydro_pumped_storage,920.3995
consumption,2021-06-01,hydro_pumped_storage,820.972
consumption,2021-07-01,hydro_pumped_storage,732.201
consumption,2021-08-01,hydro_pumped_storage,741.4
consumption,2021-09-01,hydro_pumped_storage,929.0965
consumption,2021-10-01,hydro_pumped_storage,1043.77925
consumption,2021-11-01,hydro_pumped_storage,1062.42875
consumption,2021-12-01,hydro_pumped_storage,1087.883
consumption,2022-01-01,hydro_pumped_storage,1126.04475
consumption,2022-02-01,hydro_pumped_storage,1059.28625
consumption,2022-03-01,hydro_pumped_storage,1096.45675
consumption,2022-04-01,hydro_pumped_storage,1031.5985
consumption,2022-05-01,hydro_pumped_storage,1040.6565
consumption,2022-06-01,hydro_pumped_storage,1123.62125
consumption,2022-07-01,hydro_pumped_storage,1422.9205
consumption,2022-08-01,hydro_pumped_storage,1127.87325
consumption,2022-09-01,hydro_pumped_storage,1123.1065
consumption,2022-10-01,hydro_pumped_storage,1372.024
consumption,2022-11-01,hydro_pumped_storage,1409.62075
consumption,2022-12-01,hydro_pumped_storage,1417.14
